-0.0045520267	0.045503225	0.06629027	-0.03752481	0.06518856	0.0039704423	-0.075346425	-0.077139996	0.022273345	0.0062290486	0.061487086	-0.024153015	-0.023993164	-0.06422598	0.013180128	-0.05461993
-0.09116951	-0.06820252	-0.05082315	0.05359026	-0.09639342	0.11120403	0.051239878	0.030658564	0.06364059	-0.049426164	-0.09776107	0.09397904	0.104596995	0.01909368	-0.030219518	0.03189991
-0.06176228	-0.1735338	-0.047147438	0.064918146	-0.12205736	0.16099365	0.18365014	0.06040219	0.061592363	-0.16674724	-0.12550314	0.09135129	0.11135783	0.034796994	-0.07315249	0.10059619
-0.06482048	-0.0545769	-0.051713817	0.054959964	-0.070636965	0.042436138	0.06120348	0.09833101	0.0549464	-0.09314196	-0.0230734	0.07121899	0.017568713	0.018767785	-0.032857113	0.0115619125
0.012653946	0.0798779	0.022535816	-0.0875305	0.026191032	-0.021256657	0.019459017	-0.0996785	-0.032030553	0.010494254	0.07908341	-0.081186324	-0.01477501	-0.05942276	0.09731851	-0.07148809
0.021759672	-0.0041855234	-0.07688092	-0.013721465	0.009318661	-0.070006445	-0.018843606	0.0020398851	0.045926336	0.013009864	-0.037583236	0.03202594	0.041418932	-0.011296751	-0.0058267773	-0.010735294
-0.05735084	-0.07799544	0.01716963	0.03273071	-0.029280161	0.08796351	0.08583588	-0.013906655	0.026978742	-0.02989465	-0.03177262	0.022458958	0.057903163	-0.018051831	0.003916272	-0.011301026
0.0614708	0.04411296	0.03329832	-0.06795777	0.06333796	-0.10409717	-0.12358964	-0.08867988	-0.072853595	0.04714638	0.09344758	-0.0049709436	-0.009390661	-0.011035636	0.07060211	-0.0735388
-0.036077682	-0.0789908	-0.017805345	0.016234592	0.011271022	0.022324618	0.047563538	0.039746683	-0.020681001	0.0053244126	0.0114366645	0.015948314	0.008050192	-0.04215905	0.0020825556	0.04713835
-0.1241598	-0.20516804	-0.15547602	0.15711561	-0.18984996	0.22841774	0.20771296	0.19457246	0.13711138	-0.16060357	-0.22597577	0.11456986	0.12401202	0.18394114	-0.17491893	0.16857357
